unir		.+er$
étrécir		.+er$
garantir		.+er$
impartir		.+er$
aplanir		.+er$
alentir		.+er$
dessertir		.+er$
assouplir		.+er$
émouvoir		.+er$
garnir		.+er$
endurcir		.+er$
entretenir		.+er$
introvertir		.+er$
décatir		.+er$
conquérir		.+er$
consentir		.+er$
grossir		.+er$
recouvrir		.+er$
abêtir		.+er$
aguerrir		.+er$
réunir		.+er$
souvenir		.+er$
grandir		.+er$
assentir		.+er$
obscurcir		.+er$
autopunir		.+er$
mollir		.+er$
resplendir		.+er$
sancir		.+er$
enrichir		.+er$
ralentir		.+er$
